bus,price,amount,cleared
148,18,9.0,9.0
148,18,9.0,9.0
148,15,5.0,5.0
148,15,3.0,3.0
148,15,1.0,1.0
148,14,15.0,15.0
148,14,7.0,7.0
148,14,5.0,5.0
148,14,4.0,4.0
148,13,1.0,1.0
148,12,15.0,15.0
148,12,5.0,5.0
148,12,1.0,1.0
148,10,3.0,3.0
148,10,1.0,1.0
148,8,3.0,3.0
148,7,5.0,5.0
148,7,1.0,1.0
148,6,7.0,7.0
148,6,3.0,3.0
148,5,7.0,7.0
148,4,4.0,4.0
148,3,3.0,3.0
148,3,1.0,1.0
150,23,7.0,7.0
150,23,6.0,6.0
150,19,2.0,2.0
150,18,7.0,7.0
150,16,3.0,3.0
150,12,1.0,1.0
150,9,2.0,0.0
150,8,3.0,0.0
150,8,3.0,0.0
150,7,4.0,0.0
150,5,4.0,0.0
151,24,6.0,6.0
151,23,5.0,5.0
151,23,3.0,3.0
151,21,4.0,4.0
151,21,4.0,4.0
151,21,1.0,1.0
151,20,9.0,9.0
151,20,8.0,8.0
151,20,5.0,5.0
151,18,6.0,6.0
151,17,3.0,3.0
151,17,2.0,2.0
151,16,5.0,5.0
151,15,5.0,5.0
151,14,1.0,1.0
151,13,1.0,1.0
151,13,1.0,1.0
151,11,2.0,0.0
151,10,4.0,0.0
151,9,8.0,0.0
151,9,7.0,0.0
151,8,5.0,0.0
151,7,5.0,0.0
151,6,6.0,0.0
151,5,6.0,0.0
151,3,4.0,0.0
151,2,3.0,0.0
154,22,2.0,2.0
154,21,4.0,4.0
154,21,4.0,4.0
154,21,3.0,3.0
154,20,8.0,8.0
154,20,2.0,2.0
154,19,5.0,5.0
154,19,2.0,2.0
154,18,1.0,1.0
154,17,2.0,2.0
154,16,13.0,13.0
154,16,7.0,7.0
154,15,10.0,10.0
154,15,6.0,6.0
154,15,4.0,4.0
154,14,6.0,6.0
154,12,5.0,5.0
154,9,9.0,0.0
154,5,8.0,0.0
154,4,6.0,0.0
154,3,10.0,0.0
154,3,1.0,0.0
154,2,2.0,0.0
154,2,2.0,0.0
155,24,6.0,6.0
155,22,6.0,6.0
155,22,5.0,5.0
155,22,5.0,5.0
155,22,3.0,3.0
155,18,4.0,4.0
155,18,1.0,1.0
155,17,2.0,2.0
155,16,4.0,4.0
155,16,3.0,3.0
155,15,1.0,1.0
155,14,2.0,2.0
155,13,8.0,8.0
155,12,7.0,7.0
155,11,3.0,0.0
155,10,11.0,0.0
155,5,10.0,0.0
155,5,2.0,0.0
155,3,1.0,0.0
155,2,5.0,0.0
155,2,1.0,0.0
157,23,3.0,3.0
157,21,5.0,5.0
157,16,3.0,3.0
157,15,9.0,9.0
157,15,3.0,3.0
157,15,1.0,1.0
157,14,8.0,8.0
157,14,1.0,1.0
157,14,1.0,1.0
157,13,4.0,4.0
157,13,3.0,3.0
157,13,2.0,2.0
157,12,6.0,6.0
157,11,11.0,0.0
157,9,10.0,0.0
157,8,2.0,0.0
157,7,11.0,0.0
157,6,3.0,0.0
157,5,3.0,0.0
157,4,4.0,0.0
157,4,1.0,0.0
157,2,7.0,0.0
158,23,6.0,6.0
158,19,3.0,3.0
158,18,4.0,4.0
158,18,4.0,4.0
158,17,6.0,6.0
158,17,3.0,3.0
158,15,3.0,3.0
158,14,2.0,2.0
158,14,2.0,2.0
158,14,2.0,2.0
158,13,7.0,7.0
158,13,2.0,2.0
158,12,5.0,5.0
158,8,10.0,0.0
158,8,1.0,0.0
158,5,4.0,0.0
158,4,5.0,0.0
158,3,10.0,0.0
158,3,8.0,0.0
158,3,1.0,0.0
158,2,5.0,0.0
159,23,2.0,2.0
159,19,3.0,3.0
159,18,4.0,4.0
159,17,1.0,1.0
159,15,4.0,4.0
159,14,9.0,9.0
159,12,10.0,10.0
159,11,10.0,0.0
159,10,2.0,0.0
159,9,15.0,0.0
159,9,1.0,0.0
159,8,10.0,0.0
159,8,7.0,0.0
159,6,2.0,0.0
159,6,1.0,0.0
159,4,13.0,0.0
159,4,1.0,0.0
159,3,6.0,0.0
159,2,11.0,0.0
160,23,12.0,12.0
160,23,1.0,1.0
160,20,1.0,1.0
160,15,1.0,1.0
160,15,1.0,1.0
160,11,4.0,4.0
160,10,1.0,0.0
160,8,2.0,0.0
160,8,1.0,0.0
160,7,2.0,0.0
160,2,3.0,0.0
161,24,4.0,4.0
161,23,2.0,2.0
161,22,3.0,3.0
161,21,10.0,10.0
161,21,1.0,1.0
161,21,1.0,1.0
161,21,1.0,1.0
161,20,8.0,8.0
161,19,5.0,5.0
161,19,2.0,2.0
161,18,8.0,8.0
161,18,2.0,2.0
161,17,6.0,6.0
161,17,5.0,5.0
161,17,5.0,5.0
161,15,8.0,8.0
161,14,9.0,9.0
161,14,7.0,7.0
161,13,5.0,5.0
161,12,1.0,1.0
161,11,7.0,0.0
161,10,3.0,0.0
161,8,2.0,0.0
161,7,5.0,0.0
161,7,2.0,0.0
161,6,5.0,0.0
161,4,3.0,0.0
161,3,1.0,0.0
161,2,4.0,0.0
161,2,1.0,0.0
161,2,1.0,0.0
162,23,14.0,14.0
162,22,5.0,5.0
162,22,1.0,1.0
162,21,1.0,1.0
162,20,5.0,5.0
162,20,2.0,2.0
162,20,1.0,1.0
162,19,2.0,2.0
162,17,10.0,10.0
162,16,1.0,1.0
162,15,9.0,9.0
162,15,5.0,5.0
162,15,2.0,2.0
162,14,9.0,9.0
162,13,4.0,4.0
162,12,5.0,0.0
162,11,6.0,0.0
162,11,6.0,0.0
162,11,1.0,0.0
162,10,6.0,0.0
162,10,6.0,0.0
162,9,11.0,0.0
162,5,7.0,0.0
162,5,3.0,0.0
162,5,2.0,0.0
162,4,4.0,0.0
162,4,3.0,0.0
162,4,1.0,0.0
163,24,3.0,3.0
163,24,2.0,2.0
163,24,1.0,1.0
163,21,1.0,1.0
163,21,1.0,1.0
163,20,6.0,6.0
163,19,7.0,7.0
163,18,3.0,3.0
163,17,6.0,6.0
163,17,2.0,2.0
163,14,3.0,3.0
163,13,2.0,2.0
163,13,1.0,1.0
163,11,5.0,0.0
163,9,3.0,0.0
163,4,1.0,0.0
163,3,8.0,0.0
163,3,6.0,0.0
163,3,3.0,0.0
163,3,1.0,0.0
164,24,4.0,4.0
164,23,9.0,9.0
164,23,1.0,1.0
164,22,6.0,6.0
164,21,16.0,16.0
164,21,7.0,7.0
164,21,1.0,1.0
164,20,11.0,11.0
164,20,3.0,3.0
164,19,2.0,2.0
164,17,4.0,4.0
164,17,3.0,3.0
164,17,3.0,3.0
164,16,16.0,16.0
164,16,5.0,5.0
164,14,4.0,4.0
164,14,3.0,3.0
164,11,10.0,0.0
164,11,5.0,0.0
164,11,1.0,0.0
164,10,3.0,0.0
164,9,4.0,0.0
164,9,4.0,0.0
164,9,3.0,0.0
164,9,3.0,0.0
164,8,7.0,0.0
164,8,2.0,0.0
164,7,4.0,0.0
164,6,3.0,0.0
164,5,3.0,0.0
164,4,3.0,0.0
164,2,5.0,0.0
164,2,1.0,0.0
165,24,6.0,6.0
165,24,2.0,2.0
165,23,4.0,4.0
165,23,3.0,3.0
165,22,8.0,8.0
165,19,5.0,5.0
165,18,9.0,9.0
165,18,7.0,7.0
165,16,4.0,4.0
165,15,8.0,8.0
165,15,2.0,2.0
165,12,2.0,0.0
165,10,5.0,0.0
165,10,1.0,0.0
165,9,6.0,0.0
165,9,2.0,0.0
165,8,3.0,0.0
165,7,6.0,0.0
165,7,2.0,0.0
165,6,3.0,0.0
165,4,6.0,0.0
165,2,4.0,0.0
166,24,4.0,4.0
166,23,11.0,11.0
166,22,4.0,4.0
166,22,2.0,2.0
166,22,1.0,1.0
166,21,7.0,7.0
166,20,3.0,3.0
166,19,7.0,7.0
166,19,2.0,2.0
166,18,8.0,8.0
166,17,4.0,4.0
166,16,14.0,14.0
166,16,8.0,8.0
166,16,7.0,7.0
166,16,6.0,6.0
166,16,5.0,5.0
166,16,1.0,1.0
166,15,3.0,3.0
166,14,2.0,2.0
166,14,2.0,2.0
166,13,3.0,3.0
166,12,2.0,0.0
166,11,8.0,0.0
166,11,1.0,0.0
166,10,1.0,0.0
166,9,10.0,0.0
166,9,5.0,0.0
166,8,1.0,0.0
166,6,3.0,0.0
166,6,3.0,0.0
166,4,2.0,0.0
166,3,10.0,0.0
166,3,6.0,0.0
166,2,2.0,0.0
167,24,4.0,4.0
167,24,3.0,3.0
167,23,9.0,9.0
167,21,6.0,6.0
167,21,3.0,3.0
167,21,2.0,2.0
167,20,4.0,4.0
167,20,2.0,2.0
167,19,3.0,3.0
167,17,1.0,1.0
167,16,8.0,8.0
167,11,2.0,0.0
167,11,1.0,0.0
167,10,4.0,0.0
167,9,10.0,0.0
167,8,2.0,0.0
167,7,4.0,0.0
167,4,12.0,0.0
167,2,4.0,0.0
168,24,10.0,10.0
168,24,5.0,5.0
168,22,3.0,3.0
168,20,5.0,5.0
168,20,1.0,1.0
168,19,6.0,6.0
168,17,6.0,6.0
168,17,5.0,5.0
168,17,4.0,4.0
168,17,4.0,4.0
168,16,10.0,10.0
168,16,5.0,5.0
168,16,3.0,3.0
168,15,6.0,6.0
168,15,5.0,5.0
168,15,2.0,2.0
168,14,7.0,7.0
168,14,7.0,7.0
168,13,5.0,5.0
168,12,4.0,4.0
168,12,2.0,2.0
168,11,1.0,0.0
168,8,7.0,0.0
168,7,4.0,0.0
168,5,8.0,0.0
168,5,2.0,0.0
168,4,5.0,0.0
168,4,4.0,0.0
168,4,3.0,0.0
169,24,5.0,5.0
169,24,4.0,4.0
169,23,10.0,10.0
169,21,5.0,5.0
169,21,3.0,3.0
169,20,7.0,7.0
169,20,2.0,2.0
169,18,3.0,3.0
169,17,15.0,15.0
169,17,1.0,1.0
169,15,6.0,6.0
169,15,5.0,5.0
169,13,5.0,5.0
169,12,2.0,2.0
169,11,4.0,0.0
169,10,11.0,0.0
169,10,7.0,0.0
169,10,3.0,0.0
169,9,1.0,0.0
169,8,3.0,0.0
169,7,5.0,0.0
169,7,3.0,0.0
169,6,5.0,0.0
169,5,3.0,0.0
169,5,2.0,0.0
169,3,8.0,0.0
169,2,5.0,0.0
169,2,3.0,0.0
169,2,2.0,0.0
172,18,4.0,4.0
172,17,14.0,14.0
172,15,7.0,7.0
172,15,5.0,5.0
172,14,6.0,6.0
172,12,3.0,3.0
172,11,8.0,8.0
172,9,3.0,3.0
172,5,6.0,0.0
172,3,3.0,0.0
172,2,5.0,0.0
173,22,7.0,7.0
173,21,3.0,3.0
173,18,11.0,11.0
173,18,5.0,5.0
173,18,2.0,2.0
173,17,2.0,2.0
173,17,2.0,2.0
173,16,3.0,3.0
173,14,7.0,7.0
173,14,4.0,4.0
173,14,3.0,3.0
173,10,1.0,1.0
173,9,4.0,0.0
173,8,4.0,0.0
173,7,10.0,0.0
173,6,3.0,0.0
174,24,7.0,7.0
174,24,2.0,2.0
174,23,4.0,4.0
174,21,7.0,7.0
174,21,5.0,5.0
174,16,4.0,4.0
174,16,3.0,3.0
174,14,5.0,5.0
174,13,6.0,6.0
174,12,8.0,8.0
174,11,1.0,1.0
174,10,6.0,6.0
174,8,3.0,3.0
174,6,3.0,0.0
174,4,6.0,0.0
174,4,2.0,0.0
174,4,1.0,0.0
174,2,7.0,0.0
175,21,4.0,4.0
175,20,2.0,2.0
175,20,1.0,1.0
175,19,9.0,9.0
175,19,3.0,3.0
175,18,6.0,6.0
175,16,1.0,1.0
175,14,7.0,7.0
175,12,2.0,2.0
175,9,3.0,0.0
175,8,7.0,0.0
175,7,3.0,0.0
175,5,6.0,0.0
175,4,1.0,0.0
178,24,2.0,2.0
178,19,2.0,2.0
178,15,12.0,12.0
178,12,1.0,1.0
178,11,4.0,4.0
178,5,5.0,0.0
178,4,5.0,0.0
178,4,2.0,0.0
178,2,8.0,0.0
178,2,1.0,0.0
179,22,10.0,10.0
179,22,7.0,7.0
179,20,11.0,11.0
179,18,7.0,7.0
179,15,2.0,2.0
179,13,12.0,12.0
179,10,3.0,3.0
179,6,4.0,0.0
179,5,6.0,0.0
179,5,1.0,0.0
179,3,7.0,0.0
179,3,6.0,0.0
179,2,2.0,0.0
180,23,4.0,4.0
180,23,1.0,1.0
180,22,6.0,6.0
180,22,1.0,1.0
180,21,7.0,7.0
180,20,1.0,1.0
180,19,6.0,6.0
180,16,7.0,7.0
180,13,2.0,2.0
180,12,9.0,9.0
180,11,9.0,9.0
180,11,6.0,6.0
180,10,9.0,9.0
180,10,2.0,2.0
180,8,6.0,6.0
180,7,6.0,6.0
180,7,2.0,2.0
180,2,3.0,0.0
180,2,3.0,0.0
180,2,1.0,0.0
181,24,9.0,9.0
181,24,1.0,1.0
181,23,2.0,2.0
181,23,2.0,2.0
181,23,1.0,1.0
181,22,11.0,11.0
181,21,3.0,3.0
181,20,1.0,1.0
181,19,6.0,6.0
181,19,2.0,2.0
181,19,1.0,1.0
181,18,2.0,2.0
181,17,5.0,5.0
181,17,3.0,3.0
181,16,5.0,5.0
181,15,6.0,6.0
181,15,4.0,4.0
181,15,3.0,3.0
181,14,7.0,7.0
181,13,6.0,6.0
181,12,3.0,3.0
181,11,3.0,3.0
181,10,11.0,0.0
181,10,8.0,0.0
181,10,6.0,0.0
181,10,1.0,0.0
181,9,1.0,0.0
181,8,1.0,0.0
181,7,4.0,0.0
181,7,3.0,0.0
181,6,6.0,0.0
181,4,6.0,0.0
181,2,1.0,0.0
181,2,1.0,0.0
182,19,9.0,9.0
182,19,3.0,3.0
182,18,2.0,2.0
182,18,1.0,1.0
182,16,2.0,2.0
182,16,2.0,2.0
182,15,3.0,3.0
182,14,4.0,4.0
182,14,4.0,4.0
182,10,4.0,4.0
182,10,4.0,4.0
182,10,3.0,3.0
182,5,11.0,0.0
182,5,6.0,0.0
183,24,9.0,9.0
183,23,6.0,6.0
183,22,8.0,8.0
183,22,4.0,4.0
183,22,2.0,2.0
183,22,2.0,2.0
183,21,2.0,2.0
183,19,10.0,10.0
183,18,2.0,2.0
183,18,1.0,1.0
183,16,13.0,13.0
183,16,7.0,7.0
183,15,5.0,5.0
183,15,3.0,3.0
183,13,4.0,4.0
183,13,1.0,1.0
183,12,3.0,3.0
183,9,6.0,0.0
183,9,5.0,0.0
183,9,1.0,0.0
183,8,3.0,0.0
183,7,9.0,0.0
183,7,1.0,0.0
183,6,7.0,0.0
183,4,3.0,0.0
183,3,4.0,0.0
183,2,3.0,0.0
183,2,1.0,0.0
184,24,12.0,12.0
184,23,6.0,6.0
184,23,6.0,6.0
184,21,5.0,5.0
184,20,10.0,10.0
184,19,10.0,10.0
184,19,2.0,2.0
184,18,6.0,6.0
184,18,2.0,2.0
184,17,7.0,7.0
184,16,11.0,11.0
184,16,8.0,8.0
184,16,3.0,3.0
184,15,6.0,6.0
184,14,4.0,4.0
184,14,2.0,2.0
184,13,4.0,4.0
184,12,11.0,11.0
184,12,6.0,6.0
184,11,2.0,0.0
184,11,1.0,0.0
184,10,4.0,0.0
184,9,3.0,0.0
184,9,3.0,0.0
184,8,8.0,0.0
184,7,1.0,0.0
184,6,8.0,0.0
184,6,1.0,0.0
184,6,1.0,0.0
184,6,1.0,0.0
184,4,4.0,0.0
184,4,1.0,0.0
184,3,6.0,0.0
188,23,5.0,5.0
188,23,5.0,5.0
188,23,1.0,1.0
188,21,5.0,5.0
188,16,5.0,5.0
188,16,4.0,4.0
188,13,10.0,10.0
188,10,5.0,0.0
188,10,2.0,0.0
188,9,3.0,0.0
188,9,2.0,0.0
188,9,2.0,0.0
188,8,2.0,0.0
188,7,5.0,0.0
188,6,2.0,0.0
188,3,2.0,0.0
189,24,4.0,4.0
189,22,8.0,8.0
189,21,8.0,8.0
189,21,3.0,3.0
189,20,4.0,4.0
189,19,3.0,3.0
189,16,4.0,4.0
189,15,5.0,5.0
189,11,2.0,0.0
189,9,9.0,0.0
189,9,4.0,0.0
189,8,8.0,0.0
189,7,1.0,0.0
189,5,1.0,0.0
189,4,10.0,0.0
192,23,2.0,2.0
192,22,6.0,6.0
192,22,2.0,2.0
192,20,6.0,6.0
192,19,3.0,3.0
192,18,6.0,6.0
192,18,1.0,1.0
192,15,9.0,9.0
192,14,10.0,10.0
192,14,6.0,6.0
192,12,4.0,4.0
192,11,5.0,5.0
192,11,3.0,3.0
192,10,3.0,3.0
192,9,1.0,0.0
192,8,9.0,0.0
192,5,3.0,0.0
192,5,2.0,0.0
192,2,6.0,0.0
192,2,1.0,0.0
193,24,3.0,3.0
193,23,4.0,4.0
193,22,7.0,7.0
193,21,11.0,11.0
193,18,6.0,6.0
193,18,4.0,4.0
193,16,7.0,7.0
193,16,2.0,2.0
193,16,1.0,1.0
193,15,8.0,8.0
193,13,4.0,0.0
193,12,5.0,0.0
193,12,2.0,0.0
193,7,1.0,0.0
193,4,1.0,0.0
193,4,1.0,0.0
193,4,1.0,0.0
193,2,6.0,0.0
194,24,3.0,3.0
194,23,13.0,13.0
194,23,4.0,4.0
194,22,1.0,1.0
194,19,6.0,6.0
194,19,2.0,2.0
194,17,2.0,2.0
194,12,2.0,2.0
194,12,2.0,2.0
194,11,9.0,0.0
194,11,1.0,0.0
194,10,2.0,0.0
194,9,5.0,0.0
194,6,1.0,0.0
195,23,1.0,1.0
195,23,1.0,1.0
195,22,3.0,3.0
195,20,8.0,8.0
195,20,3.0,3.0
195,16,3.0,3.0
195,16,1.0,1.0
195,14,12.0,12.0
195,13,3.0,3.0
195,12,9.0,9.0
195,11,6.0,6.0
195,10,13.0,0.0
195,9,7.0,0.0
195,8,2.0,0.0
195,7,3.0,0.0
195,5,10.0,0.0
195,3,6.0,0.0
196,24,8.0,8.0
196,23,5.0,5.0
196,22,1.0,1.0
196,21,1.0,1.0
196,14,1.0,0.0
196,12,1.0,0.0
196,10,2.0,0.0
196,9,13.0,0.0
196,5,8.0,0.0
196,2,5.0,0.0
196,2,2.0,0.0
197,24,4.0,4.0
197,22,10.0,10.0
197,22,6.0,6.0
197,22,3.0,3.0
197,20,11.0,11.0
197,20,6.0,6.0
197,19,10.0,10.0
197,19,6.0,6.0
197,19,3.0,3.0
197,19,1.0,1.0
197,17,5.0,5.0
197,17,1.0,1.0
197,15,7.0,7.0
197,14,2.0,2.0
197,13,1.0,1.0
197,12,7.0,7.0
197,11,5.0,5.0
197,10,10.0,10.0
197,10,1.0,1.0
197,9,11.0,0.0
197,9,4.0,0.0
197,8,6.0,0.0
197,6,1.0,0.0
197,3,5.0,0.0
197,3,4.0,0.0
197,3,1.0,0.0
199,24,7.0,7.0
199,23,7.0,0.0
199,23,2.0,0.0
199,22,14.0,0.0
199,21,5.0,0.0
199,21,2.0,0.0
199,20,3.0,0.0
199,19,11.0,0.0
199,19,2.0,0.0
199,17,1.0,0.0
199,16,6.0,0.0
199,16,1.0,0.0
199,15,9.0,0.0
199,15,8.0,0.0
199,15,2.0,0.0
199,14,7.0,0.0
199,13,8.0,0.0
199,13,1.0,0.0
199,11,4.0,0.0
199,11,3.0,0.0
199,11,1.0,0.0
199,10,5.0,0.0
199,10,2.0,0.0
199,9,10.0,0.0
199,8,9.0,0.0
199,5,8.0,0.0
199,5,5.0,0.0
199,5,3.0,0.0
199,4,3.0,0.0
200,21,8.0,0.0
200,19,3.0,0.0
200,18,6.0,0.0
200,15,5.0,0.0
200,14,3.0,0.0
200,13,9.0,0.0
200,13,5.0,0.0
200,13,3.0,0.0
200,11,6.0,0.0
200,11,4.0,0.0
200,7,3.0,0.0
200,7,2.0,0.0
200,6,7.0,0.0
200,5,4.0,0.0
200,4,1.0,0.0
200,4,1.0,0.0
200,2,2.0,0.0
201,23,6.0,6.0
201,23,4.0,4.0
201,23,3.0,3.0
201,23,1.0,1.0
201,22,5.0,5.0
201,21,4.0,4.0
201,20,3.0,3.0
201,19,1.0,1.0
201,18,7.0,7.0
201,16,7.0,7.0
201,15,10.0,10.0
201,15,4.0,4.0
201,12,2.0,2.0
201,10,4.0,0.0
201,10,3.0,0.0
201,10,2.0,0.0
201,9,8.0,0.0
201,7,1.0,0.0
201,6,9.0,0.0
201,5,3.0,0.0
201,2,1.0,0.0
202,21,6.0,6.0
202,20,8.0,8.0
202,20,7.0,7.0
202,20,1.0,1.0
202,19,10.0,10.0
202,19,3.0,3.0
202,19,2.0,2.0
202,18,2.0,2.0
202,17,14.0,14.0
202,17,3.0,3.0
202,17,3.0,3.0
202,17,2.0,2.0
202,17,1.0,1.0
202,16,4.0,4.0
202,15,5.0,5.0
202,15,2.0,2.0
202,13,3.0,3.0
202,13,3.0,3.0
202,12,4.0,4.0
202,11,14.0,14.0
202,10,17.0,17.0
202,10,5.0,5.0
202,9,9.0,9.0
202,9,2.0,2.0
202,7,3.0,3.0
202,7,3.0,3.0
202,6,4.0,0.0
202,3,6.0,0.0
202,3,5.0,0.0
202,3,4.0,0.0
202,3,1.0,0.0
202,2,4.0,0.0
202,2,2.0,0.0
203,24,9.0,9.0
203,24,4.0,4.0
203,24,3.0,3.0
203,24,1.0,1.0
203,22,5.0,5.0
203,22,5.0,5.0
203,21,2.0,2.0
203,20,2.0,2.0
203,17,10.0,10.0
203,17,7.0,7.0
203,16,1.0,1.0
203,15,2.0,2.0
203,14,5.0,5.0
203,13,5.0,5.0
203,12,7.0,7.0
203,9,4.0,4.0
203,9,4.0,4.0
203,9,1.0,1.0
203,6,10.0,0.0
203,5,7.0,0.0
203,4,2.0,0.0
203,3,8.0,0.0
203,3,3.0,0.0
203,2,11.0,0.0
203,2,9.0,0.0
203,2,5.0,0.0
204,24,1.0,1.0
204,23,3.0,3.0
204,23,2.0,2.0
204,23,2.0,2.0
204,22,2.0,2.0
204,21,3.0,3.0
204,19,3.0,3.0
204,19,1.0,1.0
204,18,3.0,3.0
204,18,3.0,3.0
204,12,1.0,0.0
204,10,3.0,0.0
204,9,7.0,0.0
204,9,4.0,0.0
204,8,1.0,0.0
204,7,11.0,0.0
204,7,5.0,0.0
204,7,4.0,0.0
204,7,3.0,0.0
204,7,1.0,0.0
204,6,3.0,0.0
204,4,6.0,0.0
204,3,5.0,0.0
204,2,1.0,0.0
205,21,2.0,2.0
205,20,7.0,7.0
205,20,1.0,1.0
205,16,3.0,3.0
205,15,3.0,3.0
205,13,7.0,0.0
205,10,1.0,0.0
205,9,4.0,0.0
205,8,4.0,0.0
205,7,3.0,0.0
205,5,5.0,0.0
206,23,4.0,4.0
206,20,1.0,1.0
206,19,4.0,4.0
206,19,3.0,3.0
206,17,1.0,1.0
206,16,1.0,1.0
206,15,8.0,8.0
206,11,5.0,0.0
206,10,4.0,0.0
206,10,2.0,0.0
206,9,3.0,0.0
206,8,8.0,0.0
206,7,5.0,0.0
206,5,6.0,0.0
206,2,5.0,0.0
207,24,6.0,6.0
207,23,11.0,11.0
207,23,3.0,3.0
207,23,1.0,1.0
207,22,6.0,6.0
207,22,6.0,6.0
207,21,3.0,3.0
207,21,2.0,2.0
207,21,1.0,1.0
207,20,8.0,8.0
207,20,6.0,6.0
207,20,2.0,2.0
207,20,2.0,2.0
207,17,6.0,6.0
207,16,4.0,4.0
207,16,1.0,1.0
207,14,5.0,0.0
207,14,3.0,0.0
207,13,4.0,0.0
207,13,1.0,0.0
207,12,1.0,0.0
207,11,5.0,0.0
207,9,2.0,0.0
207,8,11.0,0.0
207,8,2.0,0.0
207,8,1.0,0.0
207,6,3.0,0.0
207,6,1.0,0.0
207,6,1.0,0.0
207,5,3.0,0.0
207,3,4.0,0.0
207,3,1.0,0.0
208,24,3.0,3.0
208,21,9.0,9.0
208,21,1.0,1.0
208,20,14.0,14.0
208,18,3.0,3.0
208,18,2.0,2.0
208,17,4.0,4.0
208,15,6.0,6.0
208,15,2.0,2.0
208,14,4.0,0.059524940771623285
208,14,2.0,0.0
208,13,2.0,0.0
208,11,10.0,0.0
208,9,1.0,0.0
208,9,1.0,0.0
208,8,6.0,0.0
208,7,1.0,0.0
208,4,4.0,0.0
208,4,4.0,0.0
208,4,4.0,0.0
209,21,2.0,2.0
209,20,8.0,8.0
209,19,1.0,1.0
209,18,4.0,4.0
209,18,1.0,1.0
209,17,9.0,9.0
209,17,4.0,4.0
209,17,2.0,2.0
209,15,1.0,1.0
209,14,4.0,4.0
209,12,2.0,2.0
209,11,6.0,6.0
209,10,7.0,7.0
209,8,3.0,0.0
209,6,6.0,0.0
209,6,2.0,0.0
209,5,4.0,0.0
209,4,6.0,0.0
209,4,4.0,0.0
209,3,8.0,0.0
209,3,5.0,0.0
209,2,4.0,0.0
210,24,6.0,5.654357377811251
210,23,7.0,0.0
210,23,2.0,0.0
210,23,1.0,0.0
210,23,1.0,0.0
210,19,4.0,0.0
210,19,2.0,0.0
210,19,2.0,0.0
210,18,1.0,0.0
210,18,1.0,0.0
210,16,8.0,0.0
210,14,1.0,0.0
210,14,1.0,0.0
210,10,1.0,0.0
210,9,5.0,0.0
210,9,5.0,0.0
210,8,2.0,0.0
210,7,6.0,0.0
210,4,2.0,0.0
211,23,4.0,4.0
211,23,2.0,2.0
211,20,6.0,6.0
211,18,3.0,3.0
211,17,3.0,3.0
211,16,4.0,4.0
211,12,3.0,3.0
211,12,3.0,3.0
211,10,5.0,5.0
211,10,3.0,3.0
211,7,6.0,0.0
211,3,13.0,0.0
212,24,1.0,1.0
212,23,7.0,7.0
212,23,4.0,4.0
212,22,4.0,4.0
212,21,4.0,4.0
212,20,9.0,9.0
212,17,3.0,3.0
212,15,1.0,1.0
212,10,5.0,5.0
212,10,1.0,1.0
212,7,13.0,0.0
212,7,1.0,0.0
212,6,3.0,0.0
212,5,6.0,0.0
212,5,5.0,0.0
212,5,5.0,0.0
212,5,3.0,0.0
212,4,3.0,0.0
212,3,5.0,0.0
212,3,3.0,0.0
214,23,3.0,3.0
214,22,3.0,3.0
214,21,1.0,1.0
214,16,6.0,6.0
214,16,2.0,2.0
214,16,1.0,1.0
214,15,10.0,10.0
214,15,2.0,2.0
214,14,9.0,9.0
214,14,4.0,4.0
214,14,2.0,2.0
214,14,1.0,1.0
214,13,5.0,5.0
214,12,8.0,8.0
214,12,4.0,4.0
214,11,7.0,7.0
214,11,7.0,7.0
214,11,2.0,2.0
214,8,1.0,0.0
214,6,9.0,0.0
214,6,4.0,0.0
214,6,4.0,0.0
214,6,2.0,0.0
214,5,5.0,0.0
214,5,4.0,0.0
214,4,15.0,0.0
214,4,8.0,0.0
214,4,1.0,0.0
214,2,10.0,0.0
214,2,3.0,0.0
215,21,8.0,8.0
215,21,2.0,2.0
215,21,1.0,1.0
215,20,13.0,13.0
215,18,9.0,9.0
215,18,4.0,4.0
215,17,1.0,1.0
215,16,7.0,7.0
215,16,7.0,7.0
215,16,3.0,3.0
215,15,3.0,3.0
215,12,7.0,7.0
215,12,1.0,1.0
215,11,7.0,7.0
215,9,4.0,0.0
215,8,3.0,0.0
215,7,7.0,0.0
215,6,4.0,0.0
215,6,1.0,0.0
215,5,2.0,0.0
216,23,9.0,9.0
216,20,1.0,1.0
216,19,7.0,7.0
216,19,5.0,5.0
216,19,1.0,1.0
216,18,3.0,3.0
216,17,4.0,4.0
216,15,6.0,6.0
216,15,6.0,6.0
216,14,7.0,7.0
216,14,1.0,1.0
216,13,3.0,3.0
216,11,7.0,7.0
216,9,1.0,0.0
216,8,2.0,0.0
216,7,4.0,0.0
216,5,4.0,0.0
216,4,4.0,0.0
216,3,7.0,0.0
216,3,4.0,0.0
217,23,4.0,4.0
217,23,2.0,2.0
217,19,5.0,5.0
217,19,5.0,5.0
217,18,3.0,3.0
217,15,2.0,2.0
217,14,11.0,11.0
217,12,12.0,12.0
217,9,2.0,2.0
217,8,10.0,0.0
217,7,4.0,0.0
217,7,2.0,0.0
217,2,1.0,0.0
218,23,3.0,3.0
218,22,5.0,5.0
218,19,2.0,2.0
218,19,2.0,2.0
218,19,2.0,2.0
218,17,4.0,4.0
218,16,9.0,9.0
